,uid,timestamp,clock,type,item,quantity,status,init_time,acked_time,received_time
11,7e16b113-604c-434a-a19d-1cf2efac2f16,2026-04-22 03:29:58.895749,{},ELECT,,,DONE,1776842998.8918161,,
12,8a60822e-f3f1-414d-bbb5-57285cb61e51,2026-04-22 03:29:59.006797,{},ELECT,,,DONE,1776842999.003344,,
13,ca12856e-cabc-4b94-9d00-27e3d148cd7a,2026-04-22 03:30:25.973279,"{0: 18, 1: 11, 2: 32, 3: 12, 4: 20, 5: 0}",RESTOCK,FISH,20,ACKED,1776843011.3669846,1776843025.9753184,
14,ca5797c3-0f9d-4f0b-be49-16692c244f8e,2026-04-22 03:30:29.450614,{},ELECT,,,DONE,1776843029.4463322,,
15,2d3fc20e-4a11-4440-9c5f-b34c62675cbf,2026-04-22 03:30:29.529504,{},ELECT,,,DONE,1776843029.5262916,,
16,a0ff9d17-064c-4692-aa23-4976763da6f2,2026-04-22 03:30:59.703469,{},ELECT,,,DONE,1776843059.699482,,
17,56718e22-300b-4935-a093-0c7dab55a864,2026-04-22 03:30:59.709500,{},ELECT,,,DONE,1776843059.7064614,,
18,f958aade-ec50-4b5c-a2d9-bfcec07b727e,2026-04-22 03:31:31.498587,"{0: 19, 1: 12, 2: 34, 3: 13, 4: 20, 5: 0}",RESTOCK,BOAR,20,ACKED,1776843077.5430818,1776843091.5006561,
19,82efc327-7af8-42ae-a90b-46df169321f1,2026-04-22 03:31:31.511408,"{0: 22, 1: 13, 2: 36, 3: 14, 4: 20, 5: 0}",RESTOCK,BOAR,20,ACKED,1776843087.6230302,1776843091.512467,
20,88ce7163-c5f9-49ff-9149-3603d5713f0a,2026-04-22 03:31:37.644576,"{0: 25, 1: 14, 2: 38, 3: 15, 4: 20, 5: 0}",RESTOCK,BOAR,20,ACKED,1776843097.639607,1776843097.6459424,
21,3032860c-c066-4628-adeb-aaf50300f23c,2026-04-22 03:31:47.665483,"{0: 26, 1: 15, 2: 42, 3: 16, 4: 20, 5: 0}",RESTOCK,BOAR,20,ACKED,1776843107.6552455,1776843107.666523,
22,53523e24-b275-4a58-b2cf-96a27f5ae726,2026-04-22 03:31:57.683771,"{0: 28, 1: 16, 2: 46, 3: 17, 4: 20, 5: 0}",RESTOCK,SALT,20,ACKED,1776843117.6747901,1776843117.685044,
23,08f03e77-1b60-415a-aa46-9b352b5a4c70,2026-04-22 03:32:07.703651,"{0: 30, 1: 17, 2: 49, 3: 18, 4: 20, 5: 0}",RESTOCK,SALT,20,ACKED,1776843127.6897106,1776843127.7046773,
24,d93451a3-b646-4cb0-a1b1-25e0e45d7b11,2026-04-22 03:33:25.183819,"{0: 33, 1: 18, 2: 52, 3: 19, 4: 20, 5: 0}",RESTOCK,FISH,20,ACKED,1776843137.7151968,1776843205.1849174,
25,3353c8ee-6131-42a7-a601-8173e9aaa43e,2026-04-22 03:33:25.184917,"{0: 35, 1: 19, 2: 54, 3: 20, 4: 20, 5: 0}",RESTOCK,BOAR,20,ACKED,1776843147.7960808,1776843205.186034,
26,16b2c03a-03ce-4790-a100-0096ec811f6a,2026-04-22 03:33:25.187089,"{0: 37, 1: 20, 2: 56, 3: 21, 4: 20, 5: 0}",RESTOCK,FISH,20,ACKED,1776843157.854554,1776843205.188258,
27,d15e35b2-87fe-478b-9ec6-9437cb68d7ed,2026-04-22 03:32:47.974418,{},ELECT,,,DONE,1776843167.9285126,,
28,c2ad7125-d9e1-4385-8d4a-c50258e9b8f4,2026-04-22 03:32:50.209865,{},ELECT,,,DONE,1776843170.2074792,,
29,61a34940-9f0a-45ec-8f48-5f48078d6cf3,2026-04-22 03:33:25.188258,"{0: 39, 1: 21, 2: 58, 3: 21, 4: 20, 5: 0}",RESTOCK,BOAR,20,ACKED,1776843178.0954142,1776843205.1893585,
30,beaf1d88-ada9-48bb-9a0f-0a4e461116fe,2026-04-22 03:33:25.182367,"{0: 41, 1: 22, 2: 60, 3: 21, 4: 20, 5: 0}",RESTOCK,BOAR,20,ACKED,1776843190.5793524,1776843205.183819,
31,9728ac3f-d6fa-44bc-9bb2-b71d68c8fafb,2026-04-22 03:33:20.734947,{},ELECT,,,DONE,1776843200.732822,,
32,5c7337e1-fd63-4302-a430-a4b3dd0a5d6c,2026-04-22 03:33:50.850388,{},ELECT,,,DONE,1776843230.8475072,,
33,05f5d319-926b-4242-b4a2-7415670b726d,2026-04-22 03:34:24.057510,"{0: 42, 1: 23, 2: 62, 3: 27, 4: 21, 5: 0}",RESTOCK,FISH,20,ACKED,1776843249.8909714,1776843264.0585155,
34,f21b30a2-1cef-4af8-a5d8-b8cc667a150a,2026-04-22 03:34:24.069780,"{0: 43, 1: 24, 2: 65, 3: 28, 4: 22, 5: 0}",RESTOCK,FISH,20,ACKED,1776843259.977962,1776843264.0707817,
35,44add310-aee7-4e8e-adb8-4e8a02e5eeef,2026-04-22 03:34:30.086115,"{0: 46, 1: 25, 2: 68, 3: 29, 4: 23, 5: 0}",RESTOCK,BOAR,20,ACKED,1776843270.0808058,1776843270.0873384,
36,8af658da-dd78-471c-aaf5-78a020d94a2d,2026-04-22 03:34:40.184555,"{0: 49, 1: 26, 2: 70, 3: 30, 4: 25, 5: 0}",RESTOCK,BOAR,20,ACKED,1776843280.174711,1776843280.1855702,
37,6b6ec98a-45fd-45ed-9321-b363afbcdf8a,2026-04-22 03:34:50.282343,"{0: 50, 1: 27, 2: 72, 3: 31, 4: 27, 5: 0}",RESTOCK,BOAR,20,ACKED,1776843290.2726982,1776843290.2834167,
38,0345bd49-87a0-41fe-a8a1-e0c8eb2a9766,2026-04-22 03:35:00.307290,"{0: 52, 1: 28, 2: 75, 3: 32, 4: 29, 5: 0}",RESTOCK,FISH,20,ACKED,1776843300.2983663,1776843300.3083365,
39,b4abeaff-ea48-46e9-8be6-a1ab8de4820d,2026-04-22 03:36:08.487176,"{0: 53, 1: 29, 2: 78, 3: 33, 4: 31, 5: 0}",RESTOCK,FISH,20,ACKED,1776843310.3162007,1776843368.4883058,
40,6db1e704-d8bf-4312-a3ed-80dd14a45eb7,2026-04-22 03:36:08.489303,"{0: 54, 1: 30, 2: 81, 3: 34, 4: 32, 5: 0}",RESTOCK,BOAR,20,ACKED,1776843320.3926141,1776843368.4904914,
41,107ec6fa-322a-411b-afb4-cc6d96d57fe8,2026-04-22 03:36:08.491497,"{0: 58, 1: 31, 2: 84, 3: 35, 4: 35, 5: 0}",RESTOCK,BOAR,20,ACKED,1776843330.4961128,1776843368.4926126,
42,e7747a05-da1e-45e1-917d-00fc9f61ff2d,2026-04-22 03:35:39.414318,{},ELECT,,,DONE,1776843339.411945,,
43,bca24b6b-c27d-4667-a058-0c66f0e696dd,2026-04-22 03:36:08.484776,"{0: 59, 1: 32, 2: 87, 3: 37, 4: 37, 5: 0}",RESTOCK,FISH,20,ACKED,1776843353.8789399,1776843368.4861789,
44,3d993ee6-e4c0-4d4c-8866-8c8aa0849f0c,2026-04-22 03:36:09.719400,{},ELECT,,,DONE,1776843369.7155201,,
45,17b9e757-bc67-4f67-bc9f-b28d9e3796dc,2026-04-22 03:36:10.845115,{},ELECT,,,DONE,1776843370.8423235,,
46,a09827ba-84d8-4ba0-af73-ece490a6c285,2026-04-22 03:36:40.901233,{},ELECT,,,DONE,1776843400.897215,,
47,3f84ec63-eaa4-4392-a588-352a5dd57e36,2026-04-22 03:37:10.992331,{},ELECT,,,DONE,1776843430.9888842,,
48,75eb3feb-2334-42ff-aad3-15797f6fcb62,2026-04-22 03:37:25.528592,"{0: 60, 1: 33, 2: 89, 3: 38, 4: 37, 5: 0}",RESTOCK,SALT,20,ACKED,1776843431.1042151,1776843445.5295973,
49,cb228f9d-c012-40cd-ab01-d67ea6e73c47,2026-04-22 03:37:25.543509,"{0: 62, 1: 34, 2: 94, 3: 39, 4: 37, 5: 0}",RESTOCK,FISH,20,ACKED,1776843441.1451466,1776843445.5445132,
50,a997309b-1653-4460-a7f9-81687e3dd36a,2026-04-22 03:37:31.182144,"{0: 64, 1: 35, 2: 97, 3: 40, 4: 37, 5: 0}",RESTOCK,BOAR,20,ACKED,1776843451.1693063,1776843451.1831508,
51,c64d8b4d-976b-4648-a30a-8cc5a897d08d,2026-04-22 03:37:41.272978,"{0: 65, 1: 36, 2: 100, 3: 41, 4: 37, 5: 0}",RESTOCK,SALT,20,ACKED,1776843461.2627065,1776843461.2739758,
52,95798a35-a499-4383-a48e-754250364575,2026-04-22 03:37:51.298114,"{0: 69, 1: 37, 2: 104, 3: 42, 4: 37, 5: 0}",RESTOCK,BOAR,20,ACKED,1776843471.2895734,1776843471.299112,
53,54de59c0-6537-413b-84fb-d263920723db,2026-04-22 03:38:01.347975,"{0: 70, 1: 38, 2: 107, 3: 43, 4: 37, 5: 0}",RESTOCK,FISH,20,ACKED,1776843481.3370476,1776843481.3489807,
54,f9b0926a-11e9-4545-af19-9fe811e2d4b7,2026-04-22 03:38:11.404992,"{0: 72, 1: 39, 2: 110, 3: 44, 4: 37, 5: 0}",RESTOCK,FISH,20,ACKED,1776843491.3985794,1776843491.4060607,
55,ec9614dc-32b5-41a5-b65e-e12006e30246,2026-04-22 03:38:21.453068,"{0: 74, 1: 40, 2: 113, 3: 45, 4: 37, 5: 0}",RESTOCK,FISH,20,ACKED,1776843501.4437237,1776843501.454101,
56,25496df1-5f10-403d-ad4d-bd0467b30b6e,2026-04-22 03:40:36.663002,"{0: 77, 1: 41, 2: 116, 3: 46, 4: 37, 5: 0}",RESTOCK,SALT,20,ACKED,1776843511.4540932,1776843636.6640098,
57,bf34ab0e-18aa-4021-92c5-c966b59575d3,2026-04-22 03:40:36.665009,"{0: 78, 1: 42, 2: 118, 3: 47, 4: 37, 5: 0}",RESTOCK,SALT,20,ACKED,1776843521.5664134,1776843636.666053,
58,f2f00bed-3db6-4997-b465-f8cdab60cfda,2026-04-22 03:39:04.878404,"{0: 80, 1: 43, 2: 122, 3: 48, 4: 37, 5: 0}",RESTOCK,FISH,20,ACKED,1776843531.648404,1776843544.8843088,
59,1d5fff95-2157-41d6-8595-f94a84943deb,2026-04-22 03:38:59.490713,{},ELECT,,,DONE,1776843539.4872031,,
60,9709307b-9301-4a98-882b-28f96699fd22,2026-04-22 03:39:30.499206,{},ELECT,,,DONE,1776843570.4918697,,
61,5a85123f-960e-4231-8f2c-c18966ff2b46,2026-04-22 03:40:00.548644,{},ELECT,,,DONE,1776843600.5358772,,
62,901e899d-fb53-4aa4-9781-ba91ad59399e,2026-04-22 03:40:36.667223,"{0: 83, 1: 44, 2: 126, 3: 48, 4: 37, 5: 0}",RESTOCK,FISH,20,ACKED,1776843611.7741804,1776843636.6672232,
63,489513d3-bd0d-43f4-9b5a-5660374d5a03,2026-04-22 03:40:36.659992,"{0: 83, 1: 45, 2: 126, 3: 48, 4: 37, 5: 0}",RESTOCK,BOAR,20,ACKED,1776843622.000746,1776843636.6609976,
64,324d034b-9a54-4c21-988a-9de6e433a3c9,2026-04-22 03:40:31.043257,{},ELECT,,,DONE,1776843631.0400531,,
65,d414039f-dc8f-4d01-b048-8fc0d66cebc6,2026-04-22 03:40:36.818518,"{0: 84, 1: 46, 2: 128, 3: 50, 4: 37, 5: 0}",RESTOCK,FISH,20,ACKED,1776843636.7925923,1776843636.8195546,
66,cea81f4c-7338-4c10-8028-54678f9a818d,2026-04-22 03:40:46.823316,"{0: 86, 1: 47, 2: 132, 3: 51, 4: 37, 5: 0}",RESTOCK,FISH,20,ACKED,1776843646.816345,1776843646.8243208,
67,caf53774-d8ea-4397-bbfb-7df05748b315,2026-04-22 03:40:56.919915,"{0: 88, 1: 48, 2: 136, 3: 52, 4: 37, 5: 0}",RESTOCK,BOAR,20,ACKED,1776843656.909767,1776843656.920939,
68,313177bb-9db6-49c8-8fb8-7f8bed90a162,2026-04-22 03:41:07.007415,"{0: 90, 1: 49, 2: 138, 3: 53, 4: 37, 5: 0}",RESTOCK,SALT,20,ACKED,1776843667.001081,1776843667.0084414,
69,8cbc7176-567e-438b-9392-65ee4fa7818d,2026-04-22 03:41:17.038886,"{0: 92, 1: 50, 2: 141, 3: 54, 4: 37, 5: 0}",RESTOCK,SALT,20,ACKED,1776843677.0254774,1776843677.039913,
70,0719ec23-6c27-4913-8eec-dd49a0d11cf6,2026-04-22 03:41:27.105895,"{0: 94, 1: 51, 2: 146, 3: 55, 4: 37, 5: 0}",RESTOCK,FISH,20,ACKED,1776843687.0967987,1776843687.1073189,
71,2a96688f-9489-45c8-ba18-5d9dae9cf586,2026-04-22 03:43:35.593196,"{0: 95, 1: 52, 2: 149, 3: 56, 4: 37, 5: 0}",RESTOCK,SALT,20,ACKED,1776843697.143268,1776843815.5943031,
72,e2405892-d243-4a31-948d-8c21a7fe4317,2026-04-22 03:43:35.595327,"{0: 98, 1: 53, 2: 152, 3: 57, 4: 37, 5: 0}",RESTOCK,BOAR,20,ACKED,1776843707.222681,1776843815.5963306,
73,fd606154-d3ad-425e-924f-f92d61b3dcaf,2026-04-22 03:42:06.257706,"{0: 99, 1: 54, 2: 154, 3: 58, 4: 37, 5: 0}",RESTOCK,BOAR,20,ACKED,1776843717.2670944,1776843726.258759,
74,eae6380c-b44a-4379-966e-5dab04cc9d48,2026-04-22 03:42:07.366911,{},ELECT,,,DONE,1776843727.363636,,
75,c0652437-a885-4c58-bce6-36c9610307bd,2026-04-22 03:42:09.601757,{},ELECT,,,DONE,1776843729.597514,,
76,349d1d55-9117-4fd2-a8d1-fa596f6b5748,2026-04-22 03:42:39.659193,{},ELECT,,,DONE,1776843759.6470704,,
77,7ab563ea-ea59-45a8-9a92-7793db9506a4,2026-04-22 03:43:10.849923,{},ELECT,,,DONE,1776843789.7358382,,
78,b210264c-55cc-4ed9-909f-9ccca13f88d0,2026-04-22 03:43:35.591834,"{0: 101, 1: 55, 2: 159, 3: 59, 4: 37, 5: 0}",RESTOCK,SALT,20,ACKED,1776843800.9826214,1776843815.5931966,
79,2e07be10-7dcd-4fc8-907a-cc77aec4c688,2026-04-22 03:43:51.734279,"{0: 103, 1: 56, 2: 159, 3: 60, 4: 37, 5: 0}",RESTOCK,BOAR,20,ACKED,1776843817.0352876,1776843831.7363296,
80,c5796173-72d0-4332-82ff-70208b729496,2026-04-22 03:43:51.752458,"{0: 105, 1: 57, 2: 162, 3: 61, 4: 37, 5: 0}",RESTOCK,FISH,20,ACKED,1776843827.0808618,1776843831.7545183,
81,50ea1d22-fc7f-4889-b02e-644591106f52,2026-04-22 03:43:57.183817,"{0: 108, 1: 58, 2: 165, 3: 62, 4: 37, 5: 0}",RESTOCK,SALT,20,ACKED,1776843837.1763864,1776843837.1849298,
82,ffaddb4e-4a02-4d4e-b86e-3ef64f147541,2026-04-22 03:44:07.272175,"{0: 110, 1: 59, 2: 168, 3: 63, 4: 37, 5: 0}",RESTOCK,FISH,20,ACKED,1776843847.261506,1776843847.273172,
83,ccd748ef-f57c-4eb5-bc36-036314cc8876,2026-04-22 03:44:17.280388,"{0: 112, 1: 60, 2: 170, 3: 64, 4: 37, 5: 0}",RESTOCK,SALT,20,ACKED,1776843857.271428,1776843857.28186,
84,eeceef37-54dd-438f-99bd-166e04f111b0,2026-04-22 03:44:27.293909,"{0: 114, 1: 61, 2: 172, 3: 65, 4: 37, 5: 0}",RESTOCK,BOAR,20,ACKED,1776843867.2868698,1776843867.296301,
85,c8e7f34a-3125-4b1a-83e3-bf5287ca1a75,2026-04-22 03:46:36.807610,"{0: 115, 1: 62, 2: 175, 3: 66, 4: 37, 5: 0}",RESTOCK,SALT,20,ACKED,1776843877.3266525,1776843996.8087728,
86,83229a52-d475-4128-a045-1af4c4aea0fc,2026-04-22 03:45:02.217562,"{0: 117, 1: 63, 2: 178, 3: 67, 4: 37, 5: 0}",RESTOCK,FISH,20,ACKED,1776843887.4257045,1776843902.218596,
87,db3f14bf-00ab-46bd-923f-dbd4e1a3685a,2026-04-22 03:45:02.229083,"{0: 119, 1: 64, 2: 180, 3: 68, 4: 37, 5: 0}",RESTOCK,BOAR,20,ACKED,1776843897.5286295,1776843902.2301865,
88,4c985d26-b9c2-407a-8573-6039ce3a448e,2026-04-22 03:45:07.458900,{},ELECT,,,DONE,1776843907.4554257,,
89,1ef95654-4433-4f6c-9cc3-19e2909dd467,2026-04-22 03:45:10.822134,{},ELECT,,,DONE,1776843910.8129542,,
90,e5a2e3da-b8a1-45eb-9629-ad59dbbd1c0b,2026-04-22 03:45:40.856287,{},ELECT,,,DONE,1776843940.8532145,,
91,94dbde40-9424-4ec7-b23c-ade3a586b7ff,2026-04-22 03:46:12.007226,{},ELECT,,,DONE,1776843970.8945053,,
92,0c4aab5b-de9f-420d-b8a5-93126d302742,2026-04-22 03:46:36.805552,"{0: 122, 1: 65, 2: 182, 3: 68, 4: 37, 5: 0}",RESTOCK,BOAR,20,ACKED,1776843981.0157902,1776843996.8065846,
93,333d4f1e-2479-4389-9d18-56eac086a943,2026-04-22 03:46:51.804309,"{0: 123, 1: 66, 2: 184, 3: 69, 4: 37, 5: 0}",RESTOCK,FISH,20,ACKED,1776843997.0091248,1776844011.8053782,
94,0287c1ac-bdd3-4556-a581-5024624638f3,2026-04-22 03:46:51.816765,"{0: 125, 1: 67, 2: 187, 3: 70, 4: 37, 5: 0}",RESTOCK,FISH,20,ACKED,1776844007.0850153,1776844011.8179817,
95,e7a908be-4b27-4e40-9de5-8e66490f1c9d,2026-04-22 03:46:57.120639,"{0: 127, 1: 68, 2: 189, 3: 71, 4: 37, 5: 0}",RESTOCK,BOAR,20,ACKED,1776844017.1067176,1776844017.1217263,
96,3140c04e-063a-467a-b609-9f22b372f21a,2026-04-22 03:47:07.182510,"{0: 129, 1: 69, 2: 192, 3: 72, 4: 37, 5: 0}",RESTOCK,FISH,20,ACKED,1776844027.16826,1776844027.1835358,
97,0a8cf8c6-57bb-4b74-adb3-c8f21e491e86,2026-04-22 03:47:17.288765,"{0: 130, 1: 70, 2: 196, 3: 73, 4: 37, 5: 0}",RESTOCK,SALT,20,ACKED,1776844037.2770634,1776844037.2897942,
98,95368bab-c0da-4231-a310-39577c8611e7,2026-04-22 03:47:27.380349,"{0: 133, 1: 71, 2: 199, 3: 74, 4: 37, 5: 0}",RESTOCK,FISH,20,ACKED,1776844047.3667135,1776844047.3814533,
99,d24eed54-8a44-4f57-9598-e16d19e7a4f4,2026-04-22 03:49:47.496531,"{0: 135, 1: 72, 2: 202, 3: 75, 4: 37, 5: 0}",RESTOCK,FISH,20,ACKED,1776844057.3801465,1776844187.4977605,
100,7a682775-6df5-4595-a635-d19dc543ab2d,2026-04-22 03:48:00.402773,"{0: 137, 1: 73, 2: 205, 3: 76, 4: 37, 5: 0}",RESTOCK,FISH,20,ACKED,1776844067.4493613,1776844080.4049554,
101,5e577d0a-c423-42b8-b9b5-50b422553d65,2026-04-22 03:48:00.413566,"{0: 140, 1: 74, 2: 208, 3: 77, 4: 37, 5: 0}",RESTOCK,BOAR,20,ACKED,1776844077.458817,1776844080.4145913,
102,7edc2210-4df2-429b-ba49-8cc30d1e3b69,2026-04-22 03:48:07.297704,{},ELECT,,,DONE,1776844087.2953613,,
103,8e1c21d3-9698-4bce-9f8e-f0839d2b3eaa,2026-04-22 03:48:37.486586,{},ELECT,,,DONE,1776844117.481991,,
104,2013a0ea-72b0-48b6-bf72-fa170445fc79,2026-04-22 03:49:07.677752,{},ELECT,,,DONE,1776844147.6643627,,
105,773c3046-42b1-4236-884d-7e9fa21be195,2026-04-22 03:49:47.500075,"{0: 142, 1: 75, 2: 210, 3: 77, 4: 37, 5: 0}",RESTOCK,FISH,20,ACKED,1776844158.9169867,1776844187.501471,
106,e5019bd9-0c6e-45ef-8990-1eabb21d6861,2026-04-22 03:49:47.474966,"{0: 143, 1: 76, 2: 212, 3: 77, 4: 37, 5: 0}",RESTOCK,BOAR,20,ACKED,1776844172.5711715,1776844187.477026,
107,6f353dcf-c3ab-4436-aa55-88f1fd17f953,2026-04-22 03:49:38.499094,{},ELECT,,,DONE,1776844178.4956288,,
108,4725ab5f-3b24-45aa-b703-dfbafc0b0c69,2026-04-22 03:49:38.503184,{},ELECT,,,DONE,1776844178.5011883,,
109,a619a973-5451-48a1-8b13-ac22182adaaf,2026-04-22 03:49:47.613303,"{0: 144, 1: 77, 2: 214, 3: 79, 4: 37, 5: 0}",RESTOCK,FISH,20,ACKED,1776844187.6054628,1776844187.6144521,
110,8a5d7996-65d8-4fce-ae38-fa336eb48aee,2026-04-22 03:49:57.653301,"{0: 147, 1: 78, 2: 217, 3: 80, 4: 37, 5: 0}",RESTOCK,SALT,20,ACKED,1776844197.6474295,1776844197.6547835,
111,0d30a452-8c3a-4267-b982-8fb8d684c4e2,2026-04-22 03:50:07.659931,"{0: 150, 1: 79, 2: 220, 3: 81, 4: 37, 5: 0}",RESTOCK,FISH,20,ACKED,1776844207.6523101,1776844207.660934,
112,be651972-59f0-4491-8f4c-b25b3c26281f,2026-04-22 03:50:17.720493,"{0: 152, 1: 80, 2: 222, 3: 82, 4: 37, 5: 0}",RESTOCK,FISH,20,ACKED,1776844217.7135122,1776844217.7219987,
113,e0368900-ae35-4265-a89f-ac90ad4ba5ea,2026-04-22 03:50:27.823505,"{0: 153, 1: 81, 2: 225, 3: 83, 4: 37, 5: 0}",RESTOCK,BOAR,20,ACKED,1776844227.8119562,1776844227.8245478,
114,45e3d4b9-6b65-4a0d-bc6e-1ab14013d46e,2026-04-22 03:50:37.849367,"{0: 156, 1: 82, 2: 228, 3: 84, 4: 37, 5: 0}",RESTOCK,BOAR,20,ACKED,1776844237.8390355,1776844237.8503647,
115,95897a59-6876-410e-a4a1-357f5c12ed97,2026-04-22 03:50:57.298598,"{0: 157, 1: 83, 2: 231, 3: 85, 4: 37, 5: 3}",RESTOCK,FISH,20,ACKED,1776844247.9449568,1776844257.2997162,
116,ff7dc459-b1eb-4961-b7c0-def49c97cb5a,2026-04-22 03:50:58.007613,"{0: 159, 1: 84, 2: 233, 3: 86, 4: 37, 5: 5}",RESTOCK,BOAR,20,ACKED,1776844258.000971,1776844258.008966,
117,436025a4-3746-4969-9cfc-293299497869,2026-04-22 03:51:08.019896,"{0: 161, 1: 85, 2: 236, 3: 87, 4: 37, 5: 10}",RESTOCK,SALT,20,ACKED,1776844268.010759,1776844268.0209177,
118,8123a207-7b01-48f3-b070-2e9c86286c31,2026-04-22 03:51:18.073719,"{0: 163, 1: 86, 2: 238, 3: 88, 4: 37, 5: 12}",RESTOCK,SALT,20,ACKED,1776844278.0639293,1776844278.0747223,
119,993a9368-54ba-44c0-b201-158901afb5a1,2026-04-22 03:51:28.147534,"{0: 164, 1: 87, 2: 241, 3: 89, 4: 37, 5: 16}",RESTOCK,SALT,20,ACKED,1776844288.1355386,1776844288.1480377,
120,63d66594-7d0e-4566-9fe2-cf9365a486e2,2026-04-22 03:51:38.238794,"{0: 165, 1: 88, 2: 243, 3: 90, 4: 37, 5: 18}",RESTOCK,SALT,20,ACKED,1776844298.227363,1776844298.2398171,
121,0639f8f3-de26-49b2-9ae6-94f211f5e5be,2026-04-22 03:52:40.092441,"{0: 168, 1: 89, 2: 246, 3: 91, 4: 37, 5: 21}",RESTOCK,BOAR,20,ACKED,1776844308.2723432,1776844360.0935442,
122,eab05557-891e-4073-8392-9e8e90ea54e7,2026-04-22 03:52:40.094630,"{0: 169, 1: 90, 2: 248, 3: 92, 4: 37, 5: 25}",RESTOCK,BOAR,20,ACKED,1776844318.4495928,1776844360.0956519,
123,905f59e1-225e-44a2-92ef-49ba11c8f6fa,2026-04-22 03:52:40.096653,"{0: 171, 1: 91, 2: 251, 3: 93, 4: 37, 5: 27}",RESTOCK,BOAR,20,ACKED,1776844328.5363114,1776844360.097753,
124,db06fc91-54ce-400a-8dd1-f42c59fb643a,2026-04-22 03:52:14.460791,{},ELECT,,,DONE,1776844334.457795,,
125,270c0bec-db07-4b0a-b7cc-bc90b8feed18,2026-04-22 03:52:40.089269,"{0: 172, 1: 92, 2: 252, 3: 93, 4: 37, 5: 27}",RESTOCK,FISH,20,ACKED,1776844345.154391,1776844360.0913856,
126,5e2b25cd-a92d-4b8e-ac8a-6f4863238368,2026-04-22 03:52:35.235489,"{0: 174, 1: 93, 2: 256, 3: 93, 4: 37, 5: 27}",RESTOCK,SALT,20,ACKED,1776844355.2232702,1776844355.2365274,
127,cbd0996e-0c61-40b1-95ba-89e1da6f5e3c,2026-04-22 03:52:45.292048,"{0: 176, 1: 94, 2: 259, 3: 93, 4: 37, 5: 27}",RESTOCK,FISH,20,ACKED,1776844365.2804947,1776844365.293073,
128,241d9a32-7c2c-4f52-a441-d06a425a9302,2026-04-22 03:52:55.339569,"{0: 179, 1: 95, 2: 261, 3: 93, 4: 37, 5: 27}",RESTOCK,SALT,20,ACKED,1776844375.3308258,1776844375.3405662,
129,9f9f44e3-13cf-4728-b699-c592fa00a83f,2026-04-22 03:53:05.347533,"{0: 180, 1: 96, 2: 264, 3: 93, 4: 37, 5: 27}",RESTOCK,FISH,20,ACKED,1776844385.3359954,1776844385.3489466,
